frame,LeftHFTBA_x,LeftHFTBA_y,LeftHFTBA_z,LeftFFHFA_x,LeftFFHFA_y,LeftFFHFA_z,LeftHXFFA_x,LeftHXFFA_y,LeftHXFFA_z,LeftFFTBA_x,LeftFFTBA_y,LeftFFTBA_z,RightHFTBA_x,RightHFTBA_y,RightHFTBA_z,RightFFHFA_x,RightFFHFA_y,RightFFHFA_z,RightHXFFA_x,RightHXFFA_y,RightHXFFA_z,RightFFTBA_x,RightFFTBA_y,RightFFTBA_z
10,9.323235914507135,2.38081468335245,3.536853248087984,-2.174790439967293,-3.6897088283978245,-4.352845544197722,-68.76543947185799,-8.462765734262874,1.52435133542841e-13,6.92894870218189,-1.1698174223972528,-0.9113685748740781,10.433120584192606,5.249089069948345,1.9349722316641937,-1.3945361364610627,-7.7730295410042745,-4.942565979948007,-16.297316930906884,50.84582068533516,2.740699413474508e-13,8.788909793653653,-2.4745777230831107,-3.1422379634422035
11,9.31933411373748,2.399790549375175,3.5322564411093103,-2.1743443683563197,-3.6944629058679266,-4.350010427756473,-68.76532190784127,-8.401826699337539,7.404040467927082e-14,6.925507066709995,-1.1558221882977961,-0.9138905322956948,10.427863681195287,5.2716736528125,1.9354634522005485,-1.3945591847370018,-7.785539149338116,-4.939851576742546,-16.363309820572848,50.757389356085355,-2.109626022063477e-13,8.783198515194872,-2.4644911207775992,-3.1396680521644345
12,9.315715552406465,2.4173670135484078,3.52730480027739,-2.17431877832545,-3.6997772440517567,-4.347370443560925,-68.75997872333471,-8.350130747609635,1.2194367004054868e-13,6.921917716993691,-1.1437740278464548,-0.9169212438907435,10.423163227323101,5.294193843588834,1.936124066190348,-1.3948800760020663,-7.798156404159774,-4.937200306524202,-16.397206934141163,50.703241540073186,-1.4394214283893438e-13,8.777721974119732,-2.4545623678840673,-3.1370185673770963
13,9.31234413924366,2.4335540361161803,3.5219801097339336,-2.1746821154278018,-3.705729557957893,-4.344884748980738,-68.7523858774851,-8.309106103599406,4.483322805528722e-13,6.918172809951748,-1.1337433404788841,-0.9204373506710447,10.418962512014435,5.316417614377893,1.936887892769221,-1.3955110143773621,-7.810766064405892,-4.934582212166811,-16.402641046462755,50.680417639542185,4.8522518234541347e-14,8.772423571476889,-2.4449097203978427,-3.1343204764607817
14,9.309243044688284,2.4483105633938105,3.5162816651662583,-2.1754385173507327,-3.7122402138836392,-4.342517971124274,-68.74458198233908,-8.276737012297668,-1.669907433595842e-13,6.914296507635027,-1.125691574789065,-0.9244030509575433,10.415285403290977,5.3384444623746985,1.9377773624939358,-1.396442580474175,-7.823411338887289,-4.931987140232958,-16.380564931718492,50.68437482291114,-4.569165609149239e-13,8.767332208406225,-2.435476554194516,-3.1315435587076133
15,9.306369996831162,2.4616427891282213,3.510201126572936,-2.176565962516694,-3.7192978321125163,-4.3402341130130955,-68.72896853697108,-8.253404243637766,-6.000382440984884e-13,6.910270026074211,-1.1196029922728001,-0.9287901890398299,10.412083966511272,5.360163582705418,1.9387505560153715,-1.3976867904996604,-7.835976891945815,-4.929386868299642,-16.332904014231673,50.71330039026785,1.430516900870935e-13,8.762397170979828,-2.4262591657502846,-3.1286997911120364
16,9.303709024350344,2.473485264282829,3.5037174476725235,-2.178045104025131,-3.726835902007797,-4.337988933559609,-68.71331471317389,-8.238816197251246,1.8406455537136602e-13,6.906102240333766,-1.1154787772046915,-0.9335721598681933,10.409348664562952,5.381582636076892,1.9398050609418167,-1.39921271999451,-7.848431807515135,-4.926785412300981,-16.262217279056177,50.76931399848605,-3.0099665462044533e-13,8.757640862950511,-2.4172200176819305,-3.1257932610332904
17,9.301237959235273,2.483973960641414,3.4968484954024954,-2.1798572730538863,-3.734877909739762,-4.335746964746327,-68.69741170912104,-8.232089397067192,-5.960936336217315e-14,6.901787533417582,-1.113207044479907,-0.9387005616354122,10.407041372312738,5.402592762046922,1.9408876791768486,-1.401007940974879,-7.860728118965525,-4.924161157163951,-16.167771521176373,50.843111221808826,-5.670166155614418e-14,8.753046070888152,-2.4084218850556685,-3.1228513690426274
18,9.298949681388555,2.4930839177846194,3.489586820985093,-2.181976785136984,-3.743336891222706,-4.333468129230419,-68.67659970244273,-8.233859258581285,-9.858780794910044e-14,6.897350331647821,-1.1127279186860703,-0.9441406714332023,10.405150832886688,5.423146363862937,1.9419658705507523,-1.403027328834594,-7.872790926234007,-4.921527544258506,-16.050148569700763,50.93812750986839,1.8864218294565842e-13,8.748653003323533,-2.3998398152613456,-3.1199146275831935
19,9.296789787816401,2.5007634839273503,3.481915487224564,-2.1843830355756477,-3.752117383588248,-4.331118718018112,-68.65823494174724,-8.242119479521667,-2.568591428753117e-16,6.892763763487059,-1.1139998029817726,-0.9498726645498469,10.40360925681475,5.443267730438109,1.9430386396187886,-1.405228122325048,-7.884571093556182,-4.91887644784752,-15.913692231828813,51.05414164262635,-1.1757937901138712e-13,8.74443798883966,-2.3914017748288345,-3.1169727507848695
20,9.294749031340203,2.507049924097611,3.4738260801955394,-2.187053269705045,-3.7611655455404485,-4.328653739144272,-68.64041388766694,-8.25771001238734,6.321221744248074e-13,6.888045304205518,-1.116933578934938,-0.9558604482305174,10.402399552356396,5.4628725694961755,1.944048617331827,-1.4075544299212555,-7.896019728569829,-4.916217056739003,-15.756702280530822,51.187074143654556,6.35762445016332e-14,8.740448621635315,-2.3831465467678425,-3.114084429628567
21,9.292814836482293,2.5120070484051973,3.465348070761822,-2.1899663139363916,-3.7703482323138817,-4.3260512666057895,-68.62035235993756,-8.279540408464289,3.046586521126407e-13,6.883209780795799,-1.1213327527699544,-0.9620544125312924,10.401483298031811,5.48194111123432,1.9449797260445894,-1.4099586270399327,-7.907073564230525,-4.913552393490355,-15.580211740242985,51.334813817553254,4.765610411783655e-14,8.736697893085427,-2.3750326111500306,-3.1112636515351295
22,9.290935890015506,2.5156993861050916,3.456482291888201,-2.1930877997114178,-3.779627111529074,-4.323269228597807,-68.60627321562269,-8.30677789952121,3.388938660945349e-14,6.878242601272947,-1.1270967226902489,-0.9684126761250079,10.400807271958255,5.500395741047571,1.945776675508317,-1.4123838692721833,-7.917710005772343,-4.910903906102884,-15.385602418142561,51.500722904902545,-7.113107458851065e-14,8.733197154395077,-2.3671183474934376,-3.108579172544733
23,9.289105146452632,2.518102593751214,3.447222481028022,-2.19641640206464,-3.788857090011009,-4.3202868475490925,-68.59344401040013,-8.339825475578204,-3.7741333588926e-14,6.873147104790651,-1.1341054611225223,-0.9749196227775405,10.400327685766918,5.518203547605351,1.9464112920354097,-1.4147783073826254,-7.9278603678971855,-4.908266806660412,-15.17174155838906,51.67590951925589,-1.0092327600574825e-13,8.729960055045035,-2.359370451246629,-3.1060482611972513
24,9.28729689527677,2.519376184202346,3.4376151467683815,-2.1999213043977806,-3.7979651848315554,-4.3170862846364315,-68.58440177809311,-8.37659896005444,6.058790682113695e-13,6.867929840137297,-1.1421267243620215,-0.9815161748681344,10.40000763739687,5.53544022322045,1.9468699642901608,-1.4170850027801791,-7.93753778839475,-4.905655915223813,-14.943730836815734,51.86863732215816,2.515967756475149e-13,8.72700773465719,-2.351728582462005,-3.103695791849847
25,9.285473134369093,2.519565109205457,3.427667249493705,-2.2035854475178436,-3.8068826688746196,-4.313639255540062,-68.58020490005313,-8.418941608774785,1.9181362099874405e-13,6.86257346327071,-1.1510478222250118,-0.9881680985568413,10.39980596087645,5.551969090777603,1.9470995344401374,-1.4192564190327803,-7.946677958018382,-4.903068950922611,-14.700913943288862,52.07080531404539,3.554172556313871e-13,8.724355367740335,-2.3442681293223897,-3.101563668643788
26,9.28366201928898,2.5187140510481836,3.417415150237856,-2.2074008555641593,-3.8154472330668643,-4.309952798595437,-68.58044505558881,-8.463665783837966,-5.58117456272595e-13,6.857121204177469,-1.1606611291151077,-0.9948476472617579,10.399668487471123,5.56781244795657,1.9470778089474279,-1.4212442775570902,-7.955290090745303,-4.900518884541492,-14.444984473329033,52.284882408518705,-2.1805654302521574e-13,8.721999494606662,-2.3369781846288373,-3.0996826319817976
27,9.281802017951726,2.516958331297718,3.406876155978238,-2.211324474231641,-3.823701951195583,-4.306013017330145,-68.58368571249807,-8.513419205862993,3.231257100487165e-13,6.8515508682310235,-1.1708763100286401,-1.0015271417852494,10.399573245779575,5.583052347464959,1.9468116339454906,-1.4230273445383472,-7.963349012595945,-4.897995605868832,-14.181621800852366,52.51529575663861,3.622298898947001e-13,8.719939208626462,-2.329752049093466,-3.098035844540293
28,9.2799159963222,2.514386472054645,3.3960985057019237,-2.2153543351601996,-3.8315047354400615,-4.30183632772747,-68.59451762551555,-8.563961305244243,-2.648605644183235e-13,6.845892345597109,-1.181461233271495,-1.0081784980741115,10.39943998985118,5.597606324194278,1.946242228400946,-1.4245452995674794,-7.9708923853877724,-4.895505433094388,-13.906370254853996,52.74839063304539,1.080993033543902e-13,8.718160910079453,-2.322713399420288,-3.0966794799173805
29,9.277970602450523,2.51110663500729,3.3851149388771917,-2.219455258873584,-3.838852218548358,-4.297436201807623,-68.60847123730817,-8.617251996723025,7.856890797102164e-13,6.8401453293355035,-1.192305176804072,-1.01478531773491,10.399260973545411,5.611461686053487,1.9453553783140962,-1.425792849502864,-7.977896766085513,-4.8930320818145825,-13.6277181686752,52.992004496217604,2.7292698243210916e-13,8.716664852873226,-2.3158520771110798,-3.0956102439608264
30,9.275961422929234,2.507246978565482,3.373959422544274,-2.2235966465494905,-3.8457297450166052,-4.292827661944626,-68.62834157549888,-8.671903616067755,-7.807784492061656e-13,6.834334444705841,-1.20326582352792,-1.0213326368608715,10.398985096603605,5.624672228501217,1.9441500266406253,-1.426747113158104,-7.984382695131731,-4.890559845217606,-13.34900226177837,53.23976341936761,2.2407833872431345e-13,8.715422232063498,-2.3091355796468886,-3.0948124945089908
31,9.273906379983032,2.5028591539941676,3.3626827299409103,-2.2277563067209747,-3.8520661627619512,-4.288050390944679,-68.65407469229955,-8.726744385585231,-6.841982180644328e-13,6.828500299909183,-1.2142196635642015,-1.0278106045265953,10.398575009425493,5.637248895745266,1.9426023528104561,-1.4273915941078783,-7.990411907290143,-4.888066757191176,-13.077865946740978,53.49191710595999,1.0532877413484209e-13,8.714413460325872,-2.3026158672435453,-3.09428631929028
32,9.271781842681701,2.4981450405390477,3.351323338387914,-2.231885522059858,-3.857910813231152,-4.2831299934462495,-68.68541549500591,-8.780002719200503,4.1720259095982413e-13,6.822662401252055,-1.2250153876037797,-1.0342126442897959,10.398015575556496,5.649170540845222,1.9407050285644407,-1.427725383423824,-7.9960069710076205,-4.885528585012368,-12.81976333536058,53.742048744590385,-4.5419950371799037e-14,8.71362463270549,-2.2963368535681874,-3.0940137843107918
33,9.269594409344263,2.4930982998709688,3.339901299581815,-2.235965129317271,-3.863203844070444,-4.278107051489915,-68.72283245341632,-8.831790826537228,4.1346925877323426e-14,6.816848239138899,-1.2355997719101253,-1.0405581972418394,10.39725182233134,5.660494357960262,1.9384560400962174,-1.4277468600290373,-8.001221036090447,-4.882914596156981,-12.582155960268699,53.98306472836837,3.4543124103273207e-13,8.71300110828952,-2.290294566884205,-3.093967383913329
34,9.267342024169972,2.4878930066108813,3.3284857054417425,-2.2399541528628024,-3.867951992483373,-4.273028635089349,-68.76321971139784,-8.880975423640688,-5.477994717278466e-15,6.8110915519464506,-1.245804931269173,-1.046830893460962,10.396261331104574,5.671222550038532,1.935862222705718,-1.4274715401237268,-8.006095417506533,-4.880197967062363,-12.374035324160129,54.211322177457504,4.663153206899622e-14,8.71250290156272,-2.284527374738604,-3.0941148429154235
35,9.265000726059993,2.4826426352593596,3.3170936751747226,-2.2438088627352997,-3.872206089356748,-4.267933031077843,-68.80898058906301,-8.925647706775415,2.8466589611623313e-13,6.8054077636543076,-1.2555698844258276,-1.0530547449986964,10.395027454785524,5.681452549691842,1.9329342440138277,-1.4269126110084878,-8.010713583809908,-4.877327283310102,-12.205355776100227,54.41471413772802,-1.5360017387997607e-13,8.712096369696882,-2.2790205416893343,-3.09439802941121
36,9.262599740770133,2.4773796878850054,3.3057552614140273,-2.2475030746683697,-3.8759675792661663,-4.262859706924683,-68.85736740989923,-8.96579010837789,1.7457695674001357e-13,6.799849883991985,-1.2648636705567646,-1.0592394550431052,10.39352136410416,5.691122439979893,1.929660669562552,-1.4260980560796417,-8.015119198079168,-4.8742755328468075,-12.087097604413913,54.59254811659193,2.945627261710683e-14,8.711725154104004,-2.273879011194229,-3.0948020903379483
37,9.26011465487652,2.472225940383887,3.294508852608551,-2.251013838228709,-3.879241309248572,-4.257849803477165,-68.9084258077031,-9.00150734727881,-1.2675844481327304e-13,6.794413410016291,-1.2735689711397264,-1.0653920785957056,10.391715496781787,5.700308414385471,1.9260711010314073,-1.425040543577388,-8.01937491966191,-4.870997812352992,-12.032385915543768,54.73540194925233,1.7540084079580557e-14,8.711343221353514,-2.2690879321210247,-3.095255968885281
38,9.257564776428046,2.467247805753881,3.283387385352754,-2.2543077576825943,-3.882060056379773,-4.252935117012954,-68.96404506029155,-9.0303048128941,5.99372353566726e-13,6.789146723888496,-1.2816524565154435,-1.0715129058967185,10.389592140278692,5.709000842314117,1.9221502702659803,-1.4237740854287126,-8.023593241310545,-4.867456052829884,-12.053425145342143,54.83764566193202,-3.247645331520639e-13,8.710897836066605,-2.264768702698438,-3.095739691961055
39,9.254916652279592,2.4625185764043582,3.2723944275936208,-2.2573631585716774,-3.884480105059296,-4.2481454284508695,-69.02147087267369,-9.052995469574176,2.913115137922404e-13,6.784034421609072,-1.2890979863784724,-1.0776303517078145,10.387149682566116,5.717352463503585,1.917970607829814,-1.422322966482014,-8.02778538096357,-4.863630469315135,-12.15783793106117,54.88891568149875,-3.486484476908622e-13,8.710353167595228,-2.2607769384749146,-3.0961682136840887
40,9.252162413192039,2.458076636211058,3.2615654268998937,-2.2601715530099953,-3.8864784302405293,-4.24350442326493,-69.08011047596803,-9.068140248707975,1.6714127878542386e-13,6.779075845088484,-1.2958429972239647,-1.083734108652058,10.38434869280732,5.725270994959011,1.9134985352571245,-1.4206959381457374,-8.032047783326476,-4.859487159569453,-12.357243288603556,54.87870249399494,-9.749195419272727e-14,8.709662757312469,-2.257301925897333,-3.096539062003718
41,9.249313920224335,2.45400064401433,3.2509002108286453,-2.2627104173687544,-3.8881372806719443,-4.239031711699256,-69.13704818165412,-9.076693413894626,-4.693711988170275e-13,6.774300624613801,-1.3018921006827504,-1.0898463322266114,10.381195228260019,5.732902906893271,1.9087886511991101,-1.4189239785316112,-8.036427274333326,-4.855011518932499,-12.65969534547497,54.80322387763478,8.17945959139276e-14,8.708793200773208,-2.254241462468068,-3.0967905978729067
42,9.246350482094,2.450303372692229,3.240415644919222,-2.2649780884029997,-3.8894194942044362,-4.234740614941759,-69.19997602550265,-9.077474775003077,3.7293950383897646e-13,6.76969047887723,-1.3071946177547236,-1.0959641270850582,10.3776743261363,5.7402514212110205,1.9038592364158782,-1.4170126364023103,-8.040976712357049,-4.850170552835295,-13.074621289614306,54.65088484295049,3.7041821211216163e-13,8.707719964651975,-2.251644400761134,-3.096872191545894
43,9.243258730378402,2.447057106806781,3.230131396981334,-2.2669726280055214,-3.890375866075905,-4.230641577912056,-69.26069146103703,-9.07241635134094,-5.470146288889645e-13,6.765229774053199,-1.3117281340245674,-1.1020813658387667,10.37376721250997,5.74733934148248,1.8987201684450157,-1.4149837481119694,-8.045753637519482,-4.8449568515977,-13.607429886976337,54.41646583509195,3.40087851156917e-13,8.70639963733224,-2.249544453058916,-3.0967693824517237
44,9.240035354880224,2.444296497549799,3.2200489073528,-2.268678915625539,-3.8910572902125624,-4.22675277649738,-69.31811624244352,-9.05913208242865,-7.573696322331679e-13,6.76092726435498,-1.3155094395064313,-1.1082156237575198,10.369458527406072,5.754231610650151,1.8934150431173014,-1.412843706694919,-8.050768130378968,-4.8393595718684,-14.261439104504493,54.089743422448876,-4.003560924013669e-13,8.70480433473306,-2.247885270199345,-3.096430447315208
45,9.236681936791376,2.44202521764665,3.2101750850361546,-2.270100437309718,-3.891452335811585,-4.22307837924464,-69.38058254897821,-9.039732858432327,5.494085917633649e-13,6.7567810866970195,-1.3185227947315317,-1.1143645735210814,10.364750711068615,5.760954134209862,1.8879589636535858,-1.410599016706566,-8.056098210450813,-4.833365766492478,-15.041795754345971,53.66530732134263,-5.948258195795494e-14,8.702925719866716,-2.246718258853472,-3.095828711155337
46,9.233201287055559,2.4403418682676334,3.2005294382685197,-2.2712375661899693,-3.8916026757908146,-4.219623031471151,-69.43971959645258,-9.015338434304617,-4.4842152392862727e-13,6.752790102759895,-1.3207102774615398,-1.1205176732811806,10.359641724499937,5.767582277231759,1.882388813526895,-1.4082694758312093,-8.061748365498635,-4.826965139642224,-15.943344752643535,53.12565949162774,-4.190326327546545e-14,8.700737080577147,-2.2459708680145263,-3.094921343236489
47,9.229573318643435,2.439187915611108,3.1910944334141833,-2.2720931626779337,-3.891510576816386,-4.216396530727249,-69.50007354238674,-8.984163599252023,6.45796772211128e-13,6.748932227285367,-1.3221330796988557,-1.1266998616759358,10.354110490985176,5.774115017864101,1.8767268181444134,-1.4058489787439337,-8.067750144685759,-4.820154628360014,-16.969540177352187,52.47040298879488,-7.119296057854991e-14,8.698219456260935,-2.245675158450138,-3.0936824597600023
48,9.225806590294281,2.4386110806822296,3.1818715825452095,-2.272671353862736,-3.8912384012787955,-4.21339385119533,-69.55937924003848,-8.949570334574636,-4.0468894226583135e-13,6.745208390341228,-1.322805363909316,-1.1329068031813692,10.34815082922219,5.780617377008417,1.871000318822234,-1.403350622107711,-8.07413469288679,-4.8129397749889575,-18.11237098283399,51.68895244201099,3.297282857824205e-13,8.695349141606654,-2.245796055699615,-3.092093548910314
49,9.221907364543128,2.4386382724399627,3.1728726770821893,-2.2729872256901373,-3.890771131584427,-4.210611762426239,-69.61953607795681,-8.909569188396214,5.280959149718974e-13,6.741609799968302,-1.322683796520868,-1.139125364973809,10.341786436209317,5.787090142153092,1.865228529010493,-1.4007792678413653,-8.08089399654301,-4.805308004323906,-19.36438478052158,50.7668292411942,-5.554969266479484e-14,8.692142704508226,-2.2463240383982566,-3.090123421708678
50,9.217877547658004,2.439267762619312,3.1641025457448677,-2.2730543097482547,-3.8901174415600357,-4.208041928023231,-69.67837662079512,-8.8674495402356,4.283670165864467e-14,6.738124011620825,-1.321777710633338,-1.1453429041327328,10.334988871697822,5.793648026808698,1.859457033854599,-1.3981394791639645,-8.088069182869985,-4.797267614198663,-20.717097899728113,49.6988298822894,9.002409984514774e-14,8.688559830970807,-2.247184085818906,-3.087738706332878
51,9.213724034830452,2.440486865108476,3.155548036287165,-2.272890220927986,-3.8893199134568124,-4.205680063974599,-69.7377149914922,-8.820951467910435,2.427836547527283e-14,6.734738869445846,-1.320141821486842,-1.1515684349525483,10.327751289860029,5.80022996431232,1.8536743299352347,-1.3954457179078328,-8.095668556071534,-4.788806137848687,-22.166022139756357,48.47912145873396,6.081057087577882e-14,8.684580768073156,-2.2484454254788604,-3.084938064423647
52,9.209448672709492,2.442315393151514,3.147204500654756,-2.272513827493528,-3.8884326853398465,-4.20349486627992,-69.79591815410616,-8.77456877312572,1.2888817202611533e-14,6.731434807174318,-1.3178094972341508,-1.1577768967168192,10.32012905380215,5.806908450778909,1.847926886231956,-1.3927157966817945,-8.103657732030987,-4.779924769495088,-23.691896275417665,47.0952323152653,4.700112166416192e-13,8.680237949891488,-2.249999361966408,-3.081680359208496
53,9.205046946983083,2.444713220256557,3.1390590480386433,-2.2719411551646966,-3.887472843864535,-4.201472584616989,-69.85792481104993,-8.726275717185397,-5.043192986783827e-13,6.72819120686541,-1.3148375133193522,-1.1639663268364047,10.312065482990265,5.813770916824458,1.8422378118926452,-1.3899530377665708,-8.112074014122111,-4.770630938259439,-25.28228366594079,45.54260888643771,1.6784649543164284e-13,8.675467254008906,-2.2517950318915965,-3.077952791862114
54,9.200545129913994,2.447627647234387,3.131113673416089,-2.2712032731870444,-3.8864353241123584,-4.199599323513422,-69.91573716456844,-8.67874314577307,-2.5879361045420384e-13,6.725003437590443,-1.3112716624889063,-1.170119909525621,10.30359467354816,5.8206845999642365,1.8365833039909236,-1.3871797819692144,-8.120878635209904,-4.76090742798309,-26.930360650596228,43.82530018590809,3.283026588573758e-13,8.670285086747555,-2.2539264203794356,-3.0737603408795615
55,9.19592610069203,2.451180174706614,3.123379459796206,-2.2703186114824065,-3.885402481939285,-4.197839262217622,-69.97809316874873,-8.632685983708123,-1.0537444800574976e-13,6.721831035405738,-1.307071292902393,-1.1761966784130669,10.294718235255536,5.827825745200508,1.831024357838788,-1.3844176363608287,-8.130064379395849,-4.750756913277326,-28.609526986310097,41.934220860070226,4.632807330485893e-13,8.664663582037731,-2.2562077929709545,-3.069052208593684
56,9.191188493732644,2.4551468256292943,3.1158057362077947,-2.2693070153465755,-3.8843713661725103,-4.196183916126244,-70.03897870225006,-8.587222756047588,-3.2269269324220496e-13,6.718656118227667,-1.302458323049943,-1.1822299023238174,10.285467322925792,5.835081650012654,1.825535990263767,-1.3816789480635525,-8.139592695855036,-4.740170654583107,-30.310942406631423,39.880659940371245,2.8795972727759225e-13,8.65862625127472,-2.258713641808912,-3.063842597785568
57,9.186375639054694,2.459633357396861,3.108434662572234,-2.2681942826559967,-3.883370027082002,-4.194601195645475,-70.10499960186797,-8.545817174864476,2.234438359902365e-13,6.715492179084122,-1.2973519005745189,-1.1881510354146,10.27582582952947,5.842499083137197,1.820137870670151,-1.3789803477290548,-8.149453923478342,-4.729153351102479,-32.01728696634502,37.678201700849485,-4.0730954164846546e-13,8.652138139848178,-2.261386546015181,-3.0581196715702865
58,9.181452179288836,2.46458467973384,3.1012363049673497,-2.266994903782425,-3.8824637585592408,-4.193081202906608,-70.16992434336171,-8.506793371069206,4.953878180123633e-13,6.7122879230702495,-1.291872777777008,-1.1939782070678602,10.265809639561198,5.850040680934549,1.814831033174401,-1.3763344969043485,-8.159610362495954,-4.7177051668915215,-33.70742729065719,35.34075547054867,-4.117583902457733e-13,8.645203549921282,-2.2642258047349473,-3.051882845472527
59,9.176447754861053,2.4698930072576175,3.0942109238047992,-2.2657357306521484,-3.881612371370256,-4.191598353109001,-70.24009400141165,-8.471903188107335,2.1272942554548534e-13,6.709048243121949,-1.2860870787083172,-1.1996821374016242,10.255471204959148,5.857763779427966,1.8096502410178832,-1.3737712957461001,-8.170020316002766,-4.705827396238712,-35.373172254697415,32.89631777493564,-1.2516754687335582e-13,8.637841716905749,-2.267130622182417,-3.0451035687802137
