frame,LeftHFTBA_x,LeftHFTBA_y,LeftHFTBA_z,LeftFFHFA_x,LeftFFHFA_y,LeftFFHFA_z,LeftHXFFA_x,LeftHXFFA_y,LeftHXFFA_z,LeftFFTBA_x,LeftFFTBA_y,LeftFFTBA_z,RightHFTBA_x,RightHFTBA_y,RightHFTBA_z,RightFFHFA_x,RightFFHFA_y,RightFFHFA_z,RightHXFFA_x,RightHXFFA_y,RightHXFFA_z,RightFFTBA_x,RightFFTBA_y,RightFFTBA_z
10,8.969254440781842,1.694063366102856,3.7722743183323093,-2.5969180975392154,-3.5312532217718906,-4.726583983166028,4.236067294407779,-11.215424144740458,-6.294057973384628e-13,6.14926783688834,-1.6608046006996795,-1.0351943046819942,8.756411317722886,5.615369358054917,1.5122333355003277,-1.064074195161471,-8.040213597236006,-2.1745824889312027,56.54612325569279,-16.47381884102267,4.987634133913575e-13,7.490526708619837,-2.395327434757759,-0.7727892793337597
11,8.968732816601422,1.6855255948541301,3.7657623660761907,-2.603650458805757,-3.5295662186613663,-4.722248336822303,4.697268441108231,-10.903957990405651,-2.4397344870973536e-13,6.142514973183526,-1.667536837927664,-1.0371648358642949,8.751817988121187,5.606222024178965,1.513811107784254,-1.0605803560868061,-8.021279633151357,-2.186128641674378,59.0428019288784,-7.578963684815211,2.791630578616872e-13,7.489630653985178,-2.3855943114565887,-0.7822378941560387
12,8.968353065999855,1.6780544861068858,3.759972187152176,-2.6098015418222116,-3.528030881081875,-4.7183516039583,5.119733739857621,-10.60954896951446,2.8019390581979416e-13,6.1364322792501795,-1.6733580374600796,-1.038885088286595,8.747494224816439,5.597159719673419,1.5150536484855233,-1.0570140535602617,-8.003075595856664,-2.1973033558518114,61.08405737848531,-0.12809232161013243,-4.084021700405753e-13,7.489106054252816,-2.376515235458545,-0.7916440123168795
13,8.9681294137897,1.6716364993270094,3.754902907848797,-2.6154023226017955,-3.5265969963692347,-4.714883342238397,5.5022289409219685,-10.32967114428554,-3.787707360412316e-13,6.1310065149609345,-1.6782293083111528,-1.0403464537990939,8.743430265435572,5.588266894195876,1.5159968992935653,-1.0533719163082658,-7.985636461636498,-2.2080751403619985,62.76904816831709,5.963375792629223,-1.3407291846882591e-13,7.4889403473917575,-2.368039980705925,-0.8009418682175595
14,8.96804489198981,1.6663853178098398,3.7505775211023296,-2.620462430594236,-3.5252971739668815,-4.7118183388783175,5.842780055284425,-10.070287541634986,-5.588042255441638e-13,6.126207973096298,-1.6820675728280179,-1.0415071072837867,8.739634031090166,5.579431565753182,1.5166168885712406,-1.0496554182598488,-7.968929810462203,-2.2184127108021503,64.17683002856944,10.892952935278599,-1.9913539281388024e-14,7.489143679644819,-2.3602485203149404,-0.8101217974695907
15,8.968132217046726,1.6623291846983463,3.7469719023167882,-2.625011366801306,-3.5241787769871418,-4.709135352861281,6.143096129172536,-9.824242231463584,-4.779828999978818e-13,6.122038509522452,-1.6848909165571433,-1.0423725969477504,8.736082136591627,5.570750972758017,1.5169540207399796,-1.0458424661455943,-7.952956147798396,-2.2282847162021406,65.37535390152784,14.888040730363711,-7.031700204354775e-13,7.489708740812457,-2.353043743759797,-0.8191122082728528
16,8.96836805657664,1.6594677611981095,3.7440825167822758,-2.6290727807893473,-3.523175297347332,-4.706803636791803,6.402235507352887,-9.60012404076171,-1.9672743097932849e-13,6.118455789649666,-1.6866317334177703,-1.0429169451768427,8.732765403086926,5.562201099211894,1.5170159720830807,-1.0419267504530478,-7.937751512663243,-2.2376533758177555,66.39266603399159,18.130723970469006,-2.779394984395979e-13,7.490630377603455,-2.3464856202164834,-0.8278665281141614
17,8.968784775359016,1.657888503732028,3.7419138759387227,-2.632684382373182,-3.5223212540918967,-4.704810918379841,6.622418369818262,-9.389555228218546,-4.339572105618879e-14,6.115452339183062,-1.6872342925257988,-1.0431291853095215,8.729670624054613,5.553720767820169,1.5167957676820447,-1.0379033019673964,-7.923286887148851,-2.246492172576795,67.26397419907651,20.793985506079952,-7.574974406883145e-13,7.491901693511659,-2.3406065163547427,-0.8363634412819494
18,8.969367867854075,1.6576592555960115,3.74045335417226,-2.6358699311330773,-3.521594330610565,-4.703118151766432,6.803692508889446,-9.198880347989908,-5.201189620686016e-13,6.112992305129867,-1.686607510707512,-1.0429873363996445,8.726793515816514,5.545386703464859,1.5163451858295152,-1.0337616973025323,-7.909561570573042,-2.2547830937061684,68.0036025559618,22.995632977071146,-4.700842723470449e-13,7.493521498712683,-2.3353281069075784,-0.8445340556348288
19,8.970105333423724,1.6587855582052382,3.7396641065351677,-2.6386629034258586,-3.521051374280787,-4.701704855517797,6.948413311353647,-9.024727682581425,-5.456614360988942e-13,6.11102890343128,-1.6848021537635613,-1.0425091853679078,8.724101209028344,5.537124242711935,1.5156711766670627,-1.0294972005113106,-7.896557925357731,-2.2625094314532923,68.649952980348,24.82963897138368,2.767901795678349e-13,7.495460874429001,-2.330707319267609,-0.852352728014051
20,8.97102033602316,1.6612857734004596,3.739542321575806,-2.641099128550582,-3.520601440231022,-4.700545327483411,7.058829472593562,-8.864421997682193,2.158920091807912e-13,6.1095556823330535,-1.6817069276053107,-1.0416752512718142,8.721584116974224,5.529039092798285,1.5148172012275474,-1.0251162614010234,-7.8842614811034375,-2.2696731754052424,69.20266494585803,26.375882174334354,3.0822387225516405e-13,7.497698207825788,-2.326622868660218,-0.8597811119200752
21,8.972105458671296,1.665212936504304,3.740072258676343,-2.643210015189035,-3.520274285020191,-4.699618553872169,7.137854526749148,-8.719755203252332,-5.287872862351204e-13,6.108533036852057,-1.6772972637848236,-1.0404839818243812,8.719246582828013,5.521061116354093,1.5138104630893057,-1.020626184441504,-7.872615560198731,-2.276277129491693,69.66647844617266,27.686211401286037,6.35565438776399e-13,7.500228124166602,-2.323087415449256,-0.8667942046556665
22,8.973367881220726,1.6705967817837644,3.741227683263695,-2.645030840045298,-3.520035288493962,-4.698898527174717,7.188510841651727,-8.586123107228333,-4.180157736342077e-14,6.107936777903189,-1.6715079196109475,-1.0389383645393864,8.717074819615675,5.513225299425999,1.512668251801947,-1.0160410952008025,-7.861674532154479,-2.2823458878867227,70.05409696152695,28.80205294839484,5.790139643995578e-13,7.5030190992819845,-2.3201195847153877,-0.8734014618668497
23,8.974798478462906,1.677440438387359,3.7429706445093736,-2.6465921261259,-3.519918955460106,-4.698368938182118,7.213647130465221,-8.46511593512614,3.995802498563465e-13,6.107727364723263,-1.6643701150220243,-1.037061148645207,8.715079365578015,5.505576915145629,1.5114662763093787,-1.0113986148236518,-7.851290864752052,-2.287912272178403,70.39701499481431,29.768606397431263,-6.556462099997937e-13,7.5060376866840866,-2.317524081863555,-0.8795650459225633
24,8.976405838323556,1.6858178896362626,3.7453116261381383,-2.6479197314208167,-3.5198640324049397,-4.698006998389397,7.217575122956342,-8.354739261323928,-4.775077822114891e-13,6.107891002286762,-1.6557466315616702,-1.034823782340665,8.713263041098953,5.49802341251678,1.5101884500857952,-1.0067256879031685,-7.841516143748721,-2.2930188210610916,70.68717930787783,30.608689025418233,-1.6245981531748792e-13,7.509260828732127,-2.3154446703448985,-0.8853440961663255
25,8.978188157973625,1.6956329953569707,3.74819123757901,-2.649043064657359,-3.519876150944256,-4.697801946043242,7.202699647523868,-8.252973274429307,-7.421304348204654e-13,6.1083995108802664,-1.6457401879907256,-1.0322709863548496,8.711642765656158,5.490653244749166,1.5089168255871672,-1.0020616685586825,-7.832274767999318,-2.297710901926086,70.91749089059549,31.342247891827682,-1.6652224779394191e-13,7.512657203979278,-2.313714650633778,-0.8907079633077104
26,8.980138152777533,1.706984495250248,3.7516036420860344,-2.6499749771769276,-3.519955688576998,-4.6977420913457415,7.174626035231716,-8.155639494083708,6.091264305642196e-13,6.109233214521112,-1.6342520106399478,-1.0294022786180543,8.710259287405158,5.483566118643516,1.5077112016464789,-0.9974570678311463,-7.823569940792738,-2.3020534369233396,71.12265323600698,31.990462686512444,-7.09714258367679e-14,7.516209400368144,-2.3122350725418785,-0.8956688906485502
27,8.982263156533348,1.7198045028694295,3.7555100241476373,-2.650734326139838,-3.5200953867807345,-4.697815547129884,7.135058400363838,-8.065215322323903,4.665557852027023e-13,6.11038323215438,-1.6213433969614566,-1.0262417686769607,8.709130411087544,5.476647504475085,1.506590684701892,-0.9929743760664199,-7.815338137591218,-2.3060988152922284,71.28485969312779,32.5653583555043,5.404725324847162e-13,7.5198721934104915,-2.31105503958129,-0.9002638241195667
28,8.984548796372646,1.7341559565924183,3.7598958780941176,-2.651336730705459,-3.520294850689557,-4.69801486051375,7.089516014556502,-7.975560312620219,6.089390564961021e-13,6.111820525537196,-1.6069508284903513,-1.0228001479293238,8.70830721910623,5.469978020837218,1.5056142850595966,-0.9886739954859146,-7.807634294395676,-2.3099280042618013,71.4194970174942,33.07700442999467,1.1116854298363888e-12,7.523627557348608,-2.3101462115048914,-0.9045222707953936
29,8.986989022646254,1.7499147230010523,3.764708179068105,-2.6517965763004026,-3.520555727371634,-4.6983248934240205,7.039022713954809,-7.88976322469874,4.683633307754882e-13,6.113527450328196,-1.5912016735454022,-1.0191094608639601,8.707842980680915,5.463629784531749,1.5048452981265035,-0.9846304611720665,-7.800500338719529,-2.3136053518320634,71.54090010919761,33.5370030708988,4.867190211255308e-13,7.527445397985194,-2.3094753300087545,-0.9084539885953014
30,8.989585039827524,1.7671344415189911,3.7699380613178683,-2.6521143677932533,-3.520902629617134,-4.698745331898072,6.988201233979132,-7.805202050643551,3.705225227147201e-13,6.1155036415936594,-1.5740673498897766,-1.0151808690489588,8.707800600921004,5.457649777486451,1.5043697933703435,-0.9809202927708252,-7.793857062615518,-2.317205371967764,71.62867895126128,33.94439930177033,-7.8375848586013e-14,7.531303178751631,-2.3089126685879906,-0.9120559600802016
31,8.992340031158292,1.7857897884847098,3.7755661933774043,-2.6523073483340642,-3.5213195504945483,-4.699264717367011,6.938437003388408,-7.722044335440538,2.7282437243898076e-13,6.117737131876993,-1.5555570578067177,-1.0110215120138166,8.70823568659245,5.451945364607932,1.5042202277593824,-0.9776156422627249,-7.7877601886335235,-2.320807019854189,71.70458636076846,34.31170942218116,6.374592116703636e-13,7.535179234067919,-2.3086041914243864,-0.9153795633491009
32,8.99522979715903,1.8057328152675183,3.781533266556417,-2.652382613248736,-3.5218468763806388,-4.6998818936240365,6.891947093082928,-7.640442319863076,-2.1137408783994844e-13,6.120197212630974,-1.5358614003992295,-1.0066821538209108,8.709251802757068,5.446705105317352,1.5045033333117974,-0.9748188068497917,-7.782318540272352,-2.324502218643133,71.76498297494207,34.64036289652675,2.0691782885997398e-13,7.539058866265741,-2.3084655631023434,-0.9184237381732182
33,8.998245086185838,1.8269696039280234,3.7878135601095524,-2.652340156781476,-3.5225001445948476,-4.700581895546511,6.851415052586313,-7.56256693373962,6.163303537820947e-13,6.1228750383879245,-1.5149911211707094,-1.0021737227217125,8.710888593609104,5.441905407564486,1.50528730427597,-0.9726112504132237,-7.777515380398917,-2.328373944561496,71.82041031199445,34.93603588863479,-3.992454507588139e-13,7.542892228821234,-2.3085003175573733,-0.9212106162308439
34,9.001411260740937,1.8493952772132118,3.7943897513488927,-2.6521851480532863,-3.5232742051808126,-4.701360876201877,6.817579235349517,-7.490378877958234,6.064182052720577e-13,6.1257919105929535,-1.4930463873078583,-0.9975045158183916,8.713239665659067,5.437655035373062,1.5066693178430342,-0.9710797637700362,-7.773450684084012,-2.332502447065026,71.84913340766724,35.194611044380515,-4.4004812540832925e-13,7.546671478722643,-2.308695596119123,-0.9237338245721428
35,9.004674316947677,1.8729356518355689,3.8012155420389706,-2.651922806140316,-3.5242154202246225,-4.702216947281377,6.791476492404635,-7.423356515988046,4.083988799827447e-13,6.128888113059784,-1.4701495653910575,-0.9927151715951449,8.716389259866366,5.433948003834877,1.5087272973597878,-0.9703315181007268,-7.770167409020398,-2.33699505392486,71.87980601654678,35.429363716261086,3.742807339223155e-13,7.550363089457339,-2.309096119119327,-0.9260329076304126
36,9.008063934534256,1.897553990385553,3.8082755185844785,-2.6515579862931107,-3.525371598272506,-4.703143150474794,6.774736523848704,-7.362845838355912,-3.77718363481399e-13,6.132186111558941,-1.4463855407299293,-0.9878122813278816,8.720441569378968,5.430909856386262,1.5115944011968505,-0.9704501294025637,-7.767722851313462,-2.3419333176256534,71.89595029117349,35.63582408751204,-9.982519311967648e-15,7.553969112480549,-2.3096288319816995,-0.9280670552301183
37,9.011540676020024,1.92308662331599,3.815520046521126,-2.6510900542109996,-3.5267497838744655,-4.704132912486027,6.766525318957874,-7.314675777256434,1.9273322389495132e-13,6.1356491864929605,-1.421927362890283,-0.9828304859349275,8.725453928953211,5.428593725862357,1.5153358799381456,-0.9715261981512007,-7.76626900552278,-2.34741167679515,71.90721272067347,35.81656481353395,-9.183541269313314e-15,7.557444520803609,-2.3103888633938507,-0.9298751260769748
38,9.015108193711942,1.949413429453367,3.8229231701829933,-2.650550035442203,-3.528290601438324,-4.705183182764297,6.769978818095898,-7.277353070796221,3.4793108256918625e-13,6.139255164877474,-1.3968350680014012,-0.9777877638494957,8.73156903175473,5.427071274679641,1.5200826185281036,-0.9736638938373005,-7.765838751601393,-2.353523072990973,71.90557006731592,35.97164409870341,2.4831771911740233e-13,7.560810222866084,-2.311331955915683,-0.9314309574441958
39,9.018765408253778,1.9763616334218599,3.8304308428788394,-2.649930313102701,-3.5300563752566214,-4.706281339029099,6.782767456870729,-7.255693043839445,-3.3020101471525847e-13,6.1430093258956955,-1.3713466309401696,-0.9727163224745133,8.738840727958234,5.42628951812081,1.5259046328761354,-0.9769292160315918,-7.766490628441561,-2.360354745711685,71.9063499778262,36.103814238121,-3.16084482775809e-14,7.5640434950972795,-2.3125661468305063,-0.9327571984423775
40,9.022501478528419,2.0039189936409283,3.838036546244162,-2.6492588458915263,-3.532040447424494,-4.707427965581355,6.8063765179158375,-7.246347583819207,4.878226070815278e-13,6.146873648943043,-1.3454661622607493,-0.9676236281010222,8.747378584394626,5.426487419071227,1.5329326508950256,-0.9814122873901091,-7.7684540539246285,-2.3679923074557188,71.8917285395844,36.207476347461444,-1.6773704244109446e-13,7.567141076019007,-2.3140764018375,-0.9338226156549295
41,9.026301294792797,2.031822546497864,3.845682822708044,-2.6485544594808688,-3.5341934077296266,-4.70861141384587,6.8415626002167915,-7.253633591669538,-7.535553343537704e-14,6.150820429044002,-1.319408655579387,-0.9625429508558748,8.75727602861657,5.427590468839615,1.5412637491846675,-0.9871715845036003,-7.771697017177741,-2.3765143537329627,71.87509169057938,36.28420720404945,1.170975288488951e-12,7.570125556297602,-2.3159009906857912,-0.9346134504386077
42,9.030170191868859,2.0600028234685763,3.853349058675067,-2.647828647242623,-3.536505467500276,-4.709827697536826,6.887344126038675,-7.276064688578556,-4.039665913378839e-13,6.154845234272068,-1.293234014285474,-0.9574878301569404,8.768614767221337,5.429781608628199,1.5509911249736479,-0.9942898099732126,-7.776429071493672,-2.3859919912856595,71.8458188844226,36.3304719360684,1.557073837330295e-14,7.572978266624637,-2.3180615009031933,-0.935119865939167
43,9.034088913376973,2.0883506079116048,3.8609984673504503,-2.6470974321326755,-3.538990930080536,-4.711062932648207,6.9432677692732145,-7.313745744280614,1.1027423517439143e-14,6.15891386576747,-1.2670663893585106,-0.9524762243511627,8.781474897571218,5.43304673059168,1.562206814277403,-1.0027971536475255,-7.782738382466378,-2.3964879271747184,71.79969910020526,36.340002292656386,-5.9500145933144e-13,7.575733751941107,-2.3206562274367126,-0.9353160371389476
44,9.038066236258471,2.116622465662046,3.868585825163325,-2.646380480948185,-3.541567623295941,-4.712320673597844,7.0095319960696285,-7.363892530861423,-3.1793912270967376e-13,6.163023223267924,-1.2410678893442617,-0.9475455334303846,8.795927718543268,5.437413820410249,1.5749726215375384,-1.0127454285442534,-7.7906988038380165,-2.4080696356999023,71.74940173903927,36.314356743893484,6.054040335595606e-13,7.578400519168358,-2.3237268599094687,-0.9352141673115426
45,9.042054779616997,2.144694713089235,3.8760641830137694,-2.6456890932147084,-3.544219379311648,-4.713578827184912,7.085686513031745,-7.427020753450543,5.906065300250112e-13,6.167118337048953,-1.2153475136128387,-0.9427148350632912,8.812033098972357,5.442965032356113,1.5893740406340924,-1.02417108898578,-7.800397018686131,-2.4207780442794737,71.68257705548734,36.245892300529945,7.157124618823498e-13,7.580987074854295,-2.3272733176890514,-0.934776227793141
46,9.046066573293254,2.1724704767668874,3.883426838839566,-2.645034393912953,-3.546914076995006,-4.7148411615818375,7.171702459402018,-7.498325647606765,7.123962212818075e-13,6.171202568130636,-1.1899695561881085,-0.9379902678242363,8.829823787504523,5.449665287382171,1.6054331192115843,-1.037074251959617,-7.8119212096218344,-2.4346515940018496,71.60195626928271,36.12837391039677,2.0629013388666675e-13,7.583518910537743,-2.331416174126619,-0.9340191703822239
47,9.050060205469276,2.199697466102696,3.8906055396711774,-2.6444240109286246,-3.5495476234171974,-4.716090793874183,7.265017049617277,-7.576584672201553,-5.941323538915381e-13,6.175237546051526,-1.165085029306917,-0.9334109317811533,8.849344502876152,5.457685420787121,1.6232113984749772,-1.0514655303516134,-7.8253802227908515,-2.4497049057583853,71.48939036406787,35.959428052666524,-2.808253317700082e-13,7.586016995174496,-2.3360893625038863,-0.9329024815985334
48,9.054029579889294,2.2264002222234343,3.8976060811236173,-2.6438516644598384,-3.552174795743976,-4.717324595271943,7.3656963429169515,-7.660540034805303,2.7545594421619584e-13,6.179219573576966,-1.14072419072175,-0.9289688546502766,8.870584617229754,5.466922900559031,1.6426977140982506,-1.0673154651171566,-7.840731290700595,-2.4659508972041233,71.36611905023497,35.737530391375905,-3.3358330974871264e-13,7.588499917975768,-2.3413508814153228,-0.9314469968315561
49,9.05795934317423,2.2522888070569094,3.9043637351393476,-2.643345275264334,-3.5546789479408085,-4.718530969315845,7.471246528166186,-7.746805048575861,3.7828103177538436e-13,6.183116784868649,-1.1170616114764351,-0.9247038851735435,8.893512044587121,5.477374894407572,1.6638615121639717,-1.084588640024914,-7.8580000750368795,-2.4833730880417884,71.21288119350055,35.454036594576586,-2.717575238556061e-13,7.590971359655702,-2.347227833750312,-0.9296651556018013
50,9.06179870315983,2.2773204107967064,3.9108532897245323,-2.6428835158533825,-3.557062449161102,-4.719700639619073,7.581344565486879,-7.828834817548535,-1.265824893972353e-13,6.186901032852723,-1.0941450685189544,-0.9206289064598434,8.918099910458205,5.489016708256621,1.6866643267045403,-1.1032206337809631,-7.877155775175626,-2.5019441769785,71.0227194638197,35.11073298286606,-6.429797405140982e-13,7.593471281959682,-2.353713533891726,-0.9275633965097425
51,9.06554724378336,2.3014092845213137,3.917061614961444,-2.6424740856411146,-3.5593050209137513,-4.720829778987606,7.6939267443852355,-7.907447141488738,2.1751909265226857e-13,6.190566386347971,-1.0720401071753667,-0.9167492838754655,8.944280238901422,5.501831006215289,1.7110380483830196,-1.123140033804826,-7.898127780805817,-2.521605046820614,70.80903677618781,34.70012340597639,1.978116951706912e-13,7.596010453826606,-2.3607549345032015,-0.9251455161242276
52,9.06917034523422,2.324351238465798,3.922929297908675,-2.642118627955844,-3.5613567403004422,-4.721894198138258,7.805748539861508,-7.98092801745347,6.515128713428331e-13,6.194083337859083,-1.050903705273735,-0.9130900505450231,8.97194083799917,5.515787528841003,1.7368684972951653,-1.1442432439826644,-7.92083718360395,-2.54229589958434,70.55244354017198,34.228333239046925,7.201709434959304e-14,7.598593796547429,-2.3683056067864405,-0.9224571872205309
53,9.072653281329407,2.3461795493930513,3.9284799268248585,-2.641807804273513,-3.563174248872801,-4.722899500845537,7.9151725924449465,-8.04225524889673,3.653103780005762e-13,6.197448132411355,-1.0306587937300762,-0.9096346000392102,9.000954854107013,5.53068181542351,1.763992137078471,-1.1663928461332793,-7.9451822720591085,-2.5639120347524273,70.26158530695287,33.69201363577387,-1.4641104006339523e-13,7.601252399613238,-2.376472805940798,-0.9195408227305961
54,9.075959838785147,2.36676985954328,3.9336642651164144,-2.6415403694294657,-3.5647635041548074,-4.72381833227927,8.020253603389271,-8.092795807964736,4.398791749238084e-13,6.200628332274874,-1.0114380626287558,-0.9063984259263621,9.031171036419957,5.546528883469641,1.7922880426397938,-1.189440954289277,-7.970895424562796,-2.586338081084463,69.92555737009407,33.09816317898474,-2.0901268577249208e-13,7.604002696831246,-2.3849781468850098,-0.9163899774876366
55,9.079101956674723,2.3861576076302415,3.938493596003967,-2.6413063978240188,-3.5661535674412383,-4.724650901545544,8.118950050015256,-8.127977740448536,-5.069376202771478e-13,6.20364333070211,-0.9932352043328083,-0.9033717780856714,9.062372389678817,5.56309308021196,1.821506547927185,-1.2132077185070376,-7.9978456226271675,-2.6094270583330803,69.55328367133716,32.43942494612405,-3.880553799928775e-13,7.606841058205881,-2.3939349462308006,-0.9130851098865997
56,9.082030972369074,2.4041510471255876,3.9429249270967097,-2.641096005659782,-3.5672481085172767,-4.725377827006957,8.206922000737993,-8.148925878669774,-2.402817859272507e-13,6.206463226989706,-0.976148418362635,-0.9005682177008862,9.094380026607853,5.580267192897836,1.8514517194124045,-1.237513274723836,-8.025788106755499,-2.6330280158427857,69.13719666957242,31.73032514108775,-2.8787119132847557e-14,7.609798569136748,-2.403213773617981,-0.9096520401938258
57,9.084747098237894,2.4208296092779293,3.946965789594595,-2.6409022975998595,-3.5681184896315465,-4.725997792955505,8.28343514373661,-8.153205678837054,6.281381117905703e-13,6.209090095214924,-0.9601696588967205,-0.8979824818401133,9.126952144819905,5.597937056028483,1.881893041278399,-1.2621476424313203,-8.054430314291446,-2.6569638190749103,68.67358314746967,30.973610834221397,-9.534495456864984e-13,7.612880193865029,-2.4126468717135983,-0.9061213500263349
58,9.087222503720605,2.436189285945941,3.9506403225518243,-2.64070289104159,-3.568736706501845,-4.726509588421707,8.34672152686083,-8.139918881268105,1.3990417811550873e-13,6.211518948852806,-0.9452752703843317,-0.895588051546732,9.159822458138265,5.615775488051409,1.9125288230878803,-1.2868888570444577,-8.083536175021516,-2.6810448260677644,68.16820252759047,30.173010121747264,1.342714540949868e-13,7.616087124604479,-2.4223390152006794,-0.9025744914072267
59,9.089449753712303,2.4501512410722293,3.9539085791424027,-2.640490195728825,-3.569124445214686,-4.726908302722041,8.395972152754528,-8.110049003587209,-1.2771229799773267e-13,6.213750852341245,-0.9315681394722701,-0.8934155160191696,9.192737737659462,5.633647588803213,1.9431239790519763,-1.311522912547111,-8.112738840006402,-2.7051098365370576,67.62448970585038,29.34566648839989,3.952553057339243e-13,7.619421638352073,-2.432071017811584,-0.8990602979696779
